,Unnamed: 0,사업자등록번호,Unnamed: 2,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,대분류,중분류,소분류,세분류,indCd1_str
4411,2346,2108109524,,(주)재원이***,"JAEWONENI Co., L***",송**,7.0,Aug-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20140402.0,,02 3144 5388,02 2693 6688,3962.0,서울 마포구 월드컵로 167,"5층 501호 (망원동,윤성빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4412,2477,2038104158,,주성디자인랩***,joosung architect***,김**,10.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"건설/건설업/도소매/서비스/전문, 과학 및 기술서비스업/제조/제조업",19910531.0,daedlswls@hanmail.net,02-752-9688,02-752-9564,4031.0,서울 마포구 동교로 162-10,"6층,7층 (서교동)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4413,2486,2148806109,,(주)올림커뮤니***,olim Communicat***,김**,57.0,Dec-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도소매/서비스,20100728.0,olim1228@naver.com,02-338-7940,02-338-7941,7805.0,서울특별시 강서구 공항대로 242,"401호, 407호 (마곡동,열린엠타워)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4414,2870,1140300016,,에**,S*,이**,7.0,May-16,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설/서비스,19990930.0,jun690808@naver.com,02  518 6620,02  34443447,4768.0,서울 성동구 서울숲4길,"12, 1층 가 (성수동1가)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4415,6382,1058705321,,(주)탑***,"Top ENG Co.,L***",최**,5.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20100907.0,,02-322-7160,02 3227159,3999.0,서울특별시 마포구 동교로19길,"87, 2층 (성산동)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4416,6629,1058707076,,(주)가온***,"GAONDS Co., L***",정**,19.0,Dec-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20130107.0,gaon0642@naver.com,02-521-0642,02-521-0692,4044.0,서울 마포구 양화로8길 24,"1층 (서교동,파피루스빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4417,6681,1058703375,,(주)더디자***,"The Design Gongyou Co.,***",김**,17.0,Dec-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/제조업,20120125.0,gongyou@bill36524.com,02-3144-0454,02-3144-0456,3977.0,서울 마포구 연남로 47,"301호 (연남동,영진빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4418,6696,1058704615,,(주)디자인시드***,Design Shideu ***,지**,11.0,Dec-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설,20130613.0,,02-462-9973,02-3272-1143,4029.0,서울특별시 마포구 양화로7길 76,"7층 (서교동,평화빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4419,6717,1108101878,,(주)피제이***,PJ DES***,박**,46.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매및　상품중개업/도소매/서비스/제조업,20090609.0,pjd@pjdesign.net,02-719-0488,02-719-7600,4094.0,서울 마포구 창전로 90,"3,4층 (신수동,좋은빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4420,6720,1108106561,,(주)담디자***,"Dam Design Co., L***",박**,25.0,Dec-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/서비스/제조업,20100611.0,kidakira@nate.com,070-7122-0019,070-7016-0662,4030.0,서울 마포구 동교로 134,6층 (서교동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4421,6730,1118107077,,(주)제이콥아***,"J Kob I&D Co., L***",박**,13.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,19941105.0,jacobind@chol.com,02-375-1921,02-375-1924,3998.0,서울특별시 마포구 잔다리로 120,"201호 (서교동,성동빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4422,6797,4168109369,,(주)다***,"Dawoo nuri Co.,L***",오**,9.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/서비스/제조업,20070126.0,,061 724 7374,061 724 7375,58003.0,전남 순천시 백강로 34,(연향동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4423,7149,5148107491,,세진아이디***,"SEJINID Co.,L***",이**,5.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20150102.0,,053-655-1505,053-588-9764,42510.0,대구 남구 대덕로 146,"202호 (봉덕동,스카이파크)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4424,7202,2118702171,,(주)제니스***,"Zenith ID Co., L***",김**,19.0,May-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"건설업/서비스/전문, 과학 및 기술서비스업",20040325.0,,02-3443-5077,02-3443-5076,6013.0,서울 강남구 도산대로101길 9,"3층 (청담동,영명빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4425,7221,2108103034,,아성디자인***,asung des***,배**,14.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매 및 소매업/도소매업/부동산업/서비스（사업관련）업,20060801.0,a11sung@naver.com,02-980-4253,02-980-4254,1025.0,서울 강북구 화계사길 44,(수유동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4426,7243,4022000075,,우*,Woojin ***,이**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,도소매업,,,063-900-9595,,54980.0,전라북도 전주시 완산구 서원로,219 (중화산동2가),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4427,7287,3908802477,,유진디랩***,"Eugene D LAB co.,L***",권**,32.0,Jul-21,42412,"도배, 실내 장식 및 내장 목공사업",중견기업,외감,건설업/도매 및 소매업/숙박 및 음식점업,20150514.0,,02-3875-0245,02-3785-0655,4350.0,서울 용산구 이태원로27길 39-11,비1 - 비2 (이태원동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4428,7293,3858106648,,(주)에스지디자***,"SG Design Group Co., L***",권**,5.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,20180626.0,,032 3240490,0303-3442-0493,14556.0,경기도 부천시 조마루로385번길 122,"2413호 (춘의동,삼보테크노타워)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4429,7370,5538801025,,(주)세진에***,"Sejin FND Co., L***",추**,8.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,20150310.0,xeno1021@naver.com,032 522 7771,032 522 7703,22671.0,인천광역시 서구 원당대로428번길 50-4,(왕길동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4430,7392,5688703665,,(주)엠디에***,"MDS Gold Co., L***",김**,3.0,Oct-15,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/서비스,20150319.0,,02   5899857,031-722-0075,13448.0,경기도 성남시 수정구 대왕판교로,"824, 202호 (시흥동,신형빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4431,7504,6071701748,,부*,Bur**,이**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,,,,,47826.0,부산 동래구 미남로116번길,"48-2, 1층",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4432,7565,2118603748,,(주)신정에스앤***,"SIN JUNG S&W CO.,***",강**,9.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"건설업/도,소매/제조업",19970901.0,sinjung2508@naver.com,02-549-2508,02-549-2735,6112.0,서울 강남구 학동로24길 19,"2층 (논현동,공용빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4433,7577,5068109878,,유진디자인***,EUGENED***,민**,3.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도소매,20100930.0,,02-435-3212,02-493-3212,2052.0,서울 중랑구 용마산로139길 14,1층 (신내동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4434,7598,2148808355,,신일아이에스***,"SHINIL IS CO.,L***",신**,58.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,외감,건설업/도소매/부동산/제조업,20190416.0,shinilis@naver.com,032-577-6603,032-573-5004,10027.0,경기 김포시 대곶면 송마로73번길 93,(송마리),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4435,7721,5038605040,,(주)인***,"INFLUX co.,***",김**,11.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업 서비스,20131101.0,masi99@naver.com,053 553 6200,053-553-6201,42008.0,대구 수성구 신천동로,"430, 3층 (수성동4가)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4436,7724,5041804773,,아이엔***,INDGR***,강**,8.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설/서비스/제조업,20101013.0,indgroup@naver.com,053 655 8834,0303 0941 8834,42444.0,대구 남구 이천로 12,"3층 (봉덕동,대광빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4437,7790,6238609236,,(주)시공***,"Shi Space Construction Co., L***",편**,4.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,실내건축,20161202.0,, 031 9702229,031-971-2230,10526.0,경기 고양시 덕양구 충경로 44,"701-5호 (행신동,대명프라자)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4438,7795,6482305958,,레이엔지***,Ray engineer***,김**,9.0,Nov-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20170613.0,,1052857124,02-6925-4965,5618.0,서울 송파구 오금로16길,"4-9, 101호 (송파동,호수하이츠)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4439,7962,3178105178,,(주)다함아***,Daham***,김**,10.0,Apr-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도소매/서비스/제조업,20070207.0,daham@dahamint.co.kr,02-425-3259,02-567-3257,6542.0,서울특별시 서초구 사평대로55길 33,"102호 (반포동,진석빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4440,8003,5088104970,,지오넷***,"Geo Net Co., L***",권*,3.0,Oct-15,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,20140221.0,,054-383-6165,070-7761-4786,13647.0,경기도 성남시 수정구 위례광장로 21-6,"가동 203호 (창곡동,정프라자)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4441,8021,5088109765,,(주)내***,"NAE IL construction Co., L***",윤**,11.0,Sep-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20090601.0,naeil1207@hanmail.net,02-2289-3901,02-6052-3901,10540.0,경기 고양시 덕양구 중앙로 201,2층 (화전동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4442,8082,1100904843,,다*,DA**,이**,1.0,May-16,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20080701.0,,,02-372-5080,3496.0,서울 은평구 증산서길,133 (증산동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4443,8143,1078709270,,(주)**,"Hyunsung Co., L***",차**,4.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"도소매, 건설업",20100113.0,,02-2068-8240,031 7238240,6775.0,서울 서초구 논현로 83,"A동 919호 (양재동,삼호물산빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4444,8167,1078109144,,(주)아이디***,IDFO***,강**,13.0,May-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설/도소매/서비스/제조/제조업,20010510.0,idfocus@empal.com,02-3448-5995,02-3448-5997,6736.0,서울 서초구 강남대로 222-6,"3층 (양재동,동천빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4445,8251,6178103318,,(주)에스지종***,"SG General Construction Co., L***",김**,8.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20110930.0,,051-628-9008-9,051-628-9006,48299.0,부산광역시 수영구 남천바다로21번길,"70, 201호 (광안동,월드파크5)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4446,8319,3018609410,,(주)지오***,"GEO DESIGN CO.,***",유**,6.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매 및 소매업/사업시설관리 및 사업지원서비스업/서비스업,20110908.0,,043-323-4774,043 2354994,28637.0,충북 청주시 서원구 신화로36번길 32,"303호 (성화동,제누스타)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4447,8351,6208105454,,(주)원***,"Wonil Construction Co., L***",이**,3.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매 및 소매업,20130716.0,,052 212 4000,052-258-0014,44638.0,울산 남구 삼호로 213,(무거동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4448,8386,6338108444,,(주)대창***,"Daechang EN Tech Co., L***",장**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,기계설비공사,20161012.0,,070-7554-9656,054-284-5886,37857.0,경북 포항시 남구 대송면 남성길 63,(남성리),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4449,8416,6320100043,,우*,Woo***,유**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,폐업,건설업,,,,,42742.0,대구 달서구 월배로,"323, 1층 송현동 (송현동)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4450,8457,6178105399,,(주)원창***,WONCHANG ***,심**,9.0,May-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도.소매,20080331.0,wonchang16@hanmail.net,051-918-9600,051-918-9601,47587.0,부산 연제구 토곡로 35,"5층 (연산동,오산빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4451,8482,6178107350,,(주)가***,"Gaon Construction Co., L***",안**,5.0,Mar-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설/도매 및 소매업/서비스,20110120.0,gaon@gaon.pe.kr,031-965-7797,070-7545-7797,10497.0,경기 고양시 덕양구 화중로 96,"703호 (화정동,우정프라자)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4452,8536,6798703485,,(주)티에***,"TS Construction Co., L***",이**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,신설,건설업/도매 및 소매업,20200824.0,,055-329-9001,,50887.0,경상남도 김해시 주촌면 서부로1701번안길 84,1층 (선지리),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4453,8620,1068609481,,(주)엔에스***,"Namsan Design Co.,L***",황**,1.0,May-16,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,폐업,건설업,20120924.0,,,,4360.0,서울 용산구 효창원로,"22 (산천동,2층)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4454,8673,1058700173,,(주)**,"DO Co., L***",김**,4.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20111212.0,,02-3144-1715,02-3144-1714,6105.0,서울특별시 강남구 논현로128길 12,"1층, 2층 (논현동)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4455,8678,1071301850,,제일**,JEIL PLANNING ***,김**,,,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,폐업,건설업,,,,,,,,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4456,8724,6138107649,,주영건설***,"JU YEONG CONSTRUCTION CO., L***",문**,8.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20140304.0,,055-835-5300,5051164265,52553.0,경상남도 사천시 삼천포대교로,"514 (동림동,모든몰딩전시장)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4457,8732,6158105354,,(주)제일목***,JEIL WOOD INDUS***,박**,18.0,Mar-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매업/부동산/전기사업/제조업,20030319.0,g7220709@naver.com,055-338-0601,055-338-0603,50803.0,경남 김해시 상동면 동북로 857,(감노리),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4458,8774,1348103337,,(주)유창***,"YOOCHANG E&C CO., L***",조용재외***,113.0,Aug-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,외감,건설업/부동산업/제조업,19841201.0,ycmh@yoo-chang.co.kr,02-2647-9800,02-2645-2745,15078.0,경기 시흥시 공단1대로321번길 45,(정왕동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4459,8794,1378108534,,동화케이팀***,"DONGWHA K-TEAM CO.,L***",김**,22.0,Mar-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,외감,건설/부동산/부동산업/제조，도소매,19990917.0,sm5218@dongwhadoor.co.kr,032-294-8000,032-232-3690,22714.0,인천 서구 서곶로 300,"5층 (심곡동,엄지빌딩)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4460,8830,8398109376,,(주)디와이에***,"DYS&D Co., L***",홍**,4.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,20161108.0,,051 7146497,051-714-6498,48058.0,부산 해운대구 센텀중앙로,"97, A동 703호 (재송동,센텀스카이비즈)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4461,8862,8558108488,,(주)명성***,"Myungsung NI Co., L***",권성욱외 ***,11.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,,20160517.0,,051-626-9088,051-626-9089,48042.0,부산 해운대구 해운대로,35 (반여동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4462,8874,8618705154,,(주)티에***,"TS Construction Co.,L***",김**,3.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20150721.0,,063-222-5614,063-212-5615,55365.0,전북 완주군 이서면 갈산1로 10,"상가동 201호 (갈산리,전북혁신엘에이치아파트10단지)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4463,8994,8678806312,,신원종합건설***,"Shinwon General Construction Co., L***",김**,5.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/부동산업,20180228.0,,031 3173777,031-629-5383,14998.0,경기 시흥시 새재로17번길 7,301호 (장현동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4464,9006,8718805458,,(주)에이스에이드***,ACE-AID ENG.***,박**,13.0,Apr-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"건설업/도매 및 소매업/사업시설 관리, 사업지원 및 임대 서비스업/전문, 과학 및 기술서비스업",20160419.0,,02-6673-9700,02-6673-9707,5836.0,서울특별시 송파구 법원로11길 25,"B동 605호 (문정동,에이치비지니스파크)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4465,9047,8958708714,,(주)진성***,"Jinsung Design Co., L***",박**,4.0,Apr-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20180625.0,,054-972-6422,054-604-2020,39391.0,경상북도 구미시 3공단1로 302-7,"3층 2316호 (임수동,구미공구상가)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4466,9065,4688607128,,(주)명***,"Myoungshin Development Co., L***",손**,3.0,Feb-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20170306.0,,032 4666801,032 4683500,21539.0,인천광역시 남동구 하촌로 49,301-3호 (만수동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4467,9140,5158101963,,(주)심***,"Shimtech21 Co.,L***",심**,9.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,"건설업/도,소매/부동산업 및 임대업/서비스/제조업",20130313.0,,053-853-1682,053-853-1683,38542.0,경북 경산시 삼풍로 27,본부동 309비호 (삼풍동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4468,9158,5028609279,,(주)에스와이세***,,송**,10.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도소매업,20100722.0,,053 761 5221,032-466-3559,8042.0,서울특별시 양천구 신월로 99,"상가동 303호 (신월동,신월시영아파트)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4469,9171,5028608948,,(주)정***,"Jungwon Construction Co., L***",김**,3.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20140718.0,,053-375-4046,053-751-7106,37319.0,경상북도 의성군 안평면 신안길 143-3,(신안리),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4470,9176,5168809767,,(주)삼정***,"Samjung C&P Co., L***",유**,6.0,Apr-20,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업,20170327.0,,032 4315555,032 4349999,21540.0,인천 남동구 백범로101번길 84,4층 401호 (만수동),건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4471,9226,4988808063,,(주)공간***,"Gong Ganienji Co., L***",전**,12.0,Apr-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건설업/도매 및 소매업/부동산업,20171110.0,,070-4110-7472,042-637-1110,5623.0,서울특별시 송파구 석촌호수로 268,"417호 (송파동,경남레이크파크)",건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4472,9291,4188107190,,신정**,,신**,22.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20150925.0,,063-910-9627,,,전북 군산시 조촌로 105 3층 (조촌동),,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4473,9312,2118109806,,대혜**,,권성우외***,208.0,Jan-22,42412,"도배, 실내 장식 및 내장 목공사업",중견기업,외감,건 설 업,19890710.0,,02-3449-4789,,,서울 강남구 언주로114길 11 (논현동),,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4474,9392,1238609537,,유비스**,,서**,5.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20100701.0,,154--,,,"경기도 안양시 동안구 벌말로 126 1812호 (관양동,평촌오비즈타워)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4475,9414,1238600291,,대성**,,전**,9.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20110114.0,,031-444-9636,,,경기도 안양시 동안구 관악대로374번길 12 306호 (관양동),,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4476,9439,1228100134,,아이**,,민**,10.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,19970401.0,,032-578-0102,,,"인천 서구 경명대로 701 403호 (공촌동,SI빌딩)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4477,9510,2268107053,,이레건***,,정**,13.0,Apr-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20080212.0,,02-473-7788,,,"서울 강동구 풍성로 194 상가 2층 (성내동,둔촌역청구아파트 상가청구아파트)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4478,9519,2208706870,,동훈**,,김**,12.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,외감,건 설 업,20060530.0,,02-501-5603,,,"서울특별시 강남구 테헤란로 317 (역삼동,동훈타워)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4479,9571,1208104523,,다*,,이**,20.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,19930802.0,,02-393-5009,,,"서울특별시 서대문구 서소문로 43-53 4층 (합동,예랑빌딩)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4480,9621,2118607509,,이**,,백**,12.0,Dec-21,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20010514.0,,02-572-7053,,,서울 서초구 바우뫼로7길 64-23 (우면동),,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4481,9646,2208608731,,니즈스페이스***,,김**,30.0,Apr-22,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20031107.0,,02-575-4337,,,서울 강남구 도산대로96길 13-5 (청담동),,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
4482,9656,2128103643,,고성디자인엔지***,,유**,17.0,Mar-19,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,19950504.0,,02-544-9615,,,"서울 강남구 논현로94길 25-5 (역삼동,화가빌딩)",,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업",42412
